full_text,username,original_text,processed_text,sentiment,confidence
Kementerian Pekerjaan Umum (PU) akan melakukan pemasangan jembatan bailey di jalan nasional menuju Ibu Kota Nusantara atau IKN yakni Ruas Jalan Nasional Semoi Dua-Km 38 Samboja yang mengalami kerusakan akibat curah hujan tinggi. https://t.co/lTQyN8pGn3,antaranews,Kementerian Pekerjaan Umum (PU) akan melakukan pemasangan jembatan bailey di jalan nasional menuju Ibu Kota Nusantara atau IKN yakni Ruas Jalan Nasional Semoi Dua-Km 38 Samboja yang mengalami kerusakan akibat curah hujan tinggi. https://t.co/lTQyN8pGn3,kementerian pekerjaan umum pu akan melakukan pemasangan jembatan bailey di jalan nasion menuju ibu kota nusantara atau ikn yakni rua jalan nasion semoi duakm 38 samboja yang mengalami kerusakan akibat curah hujan tinggi,Negative,0.9902016520500183
Adapun Konoha II menampilkan kantor Ibu Kota Nusantara yang di depannya terdapat dua orang sedang bertelanjang. Di bawahnya ada sekumpulan orang yang sedang menjilat pantat salah satu orang tersebut. Sementara sekelompok petani tampak menunjukkan aksi protes.,_gregetan,Adapun Konoha II menampilkan kantor Ibu Kota Nusantara yang di depannya terdapat dua orang sedang bertelanjang. Di bawahnya ada sekumpulan orang yang sedang menjilat pantat salah satu orang tersebut. Sementara sekelompok petani tampak menunjukkan aksi protes.,adapun konoha ii menampilkan kantor ibu kota nusantara yang di depannya terdapat dua orang sedang bertelanjang di bawahnya ada sekumpulan orang yang sedang menjilat pantat salah satu orang tersebut sementara sekelompok petani tampak menunjukkan aksi prote,Negative,0.9896083474159241
Ibu Kota Nusantara Komitmen Pembangunan IKN Sebagai Kota Hijau https://t.co/hUgP4EFpdB,LesterFarhan,Ibu Kota Nusantara Komitmen Pembangunan IKN Sebagai Kota Hijau https://t.co/hUgP4EFpdB,ibu kota nusantara komitmen pembangunan ikn sebagai kota hijau,Negative,0.9754448533058167
Pemindahan Ibu Kota Ke IKN Nusantara Kebutuhan Pemerataan Pembangunan https://t.co/1mFrgdtcAe,LesterFarhan,Pemindahan Ibu Kota Ke IKN Nusantara Kebutuhan Pemerataan Pembangunan https://t.co/1mFrgdtcAe,pemindahan ibu kota ke ikn nusantara kebutuhan pemerataan pembangunan,Negative,0.9275050759315491
Ibu Kota Nusantara Komitmen Pembangunan IKN Sebagai Kota Hijau https://t.co/Vz1viZ54SJ,allegory1318,Ibu Kota Nusantara Komitmen Pembangunan IKN Sebagai Kota Hijau https://t.co/Vz1viZ54SJ,ibu kota nusantara komitmen pembangunan ikn sebagai kota hijau,Negative,0.9754448533058167
Ibu Kota Nusantara adalah investasi untuk masa depan yang lebih merata #IKN #IKNNusantara #Nusantara https://t.co/S2e0bXNib4,LesterFarhan,Ibu Kota Nusantara adalah investasi untuk masa depan yang lebih merata #IKN #IKNNusantara #Nusantara https://t.co/S2e0bXNib4,ibu kota nusantara adalah investasi untuk masa depan yang lebih merata,Negative,0.9061188101768494
Ibu Kota Nusantara adalah investasi untuk masa depan yang lebih merata #IKN #IKNNusantara #Nusantara https://t.co/5dPQzxNhVt,kellytiemikino,Ibu Kota Nusantara adalah investasi untuk masa depan yang lebih merata #IKN #IKNNusantara #Nusantara https://t.co/5dPQzxNhVt,ibu kota nusantara adalah investasi untuk masa depan yang lebih merata,Negative,0.9061188101768494
Ibu Kota Nusantara adalah investasi untuk masa depan yang lebih merata #IKN #IKNNusantara #Nusantara https://t.co/nYwV5D4mxJ,kellytiemikino,Ibu Kota Nusantara adalah investasi untuk masa depan yang lebih merata #IKN #IKNNusantara #Nusantara https://t.co/nYwV5D4mxJ,ibu kota nusantara adalah investasi untuk masa depan yang lebih merata,Negative,0.9061188101768494
Sedang IKN adalah Ibu Kota Nusantara ! Pinter juga ya bapak ini https://t.co/3pwxVUT8go,Penyair_Berdiri,Sedang IKN adalah Ibu Kota Nusantara ! Pinter juga ya bapak ini https://t.co/3pwxVUT8go,sedang ikn adalah ibu kota nusantara pinter juga ya bapak ini,Negative,0.9839045405387878
@hnirankara emang tinja (hatinya jahat) tu mul02,Nusantara2025,@hnirankara emang tinja (hatinya jahat) tu mul02,emang tinja hatinya jahat tu mul02,Negative,0.9643256664276123
@AirinDatangLagi Lho gimana ceritanya ini kirain segera pindah ke IKN Karena Presiden Joko Widodo meresmikan Istana Garuda di Ibu Kota Nusantara (IKN) Oktober 2024 lalu.,AqiaqiH,@AirinDatangLagi Lho gimana ceritanya ini kirain segera pindah ke IKN Karena Presiden Joko Widodo meresmikan Istana Garuda di Ibu Kota Nusantara (IKN) Oktober 2024 lalu.,lho gimana ceritanya ini kirain segera pindah ke ikn karena presiden joko widodo meresmikan istana garuda di ibu kota nusantara ikn oktob 2024 lalu,Negative,0.9892926216125488
 IKN: Simbol Pembangunan Ramah Lingkungan Presiden Prabowo menegaskan bahwa pembangunan Ibu Kota Nusantara (IKN) akan memprioritaskan prinsip ramah lingkungan. #IKNRamahLingkungan #PembangunanBerkelanjutan #IndonesiaMaju #GreenCity https://t.co/HULPYcZ1Ys,Ranger_pink21, IKN: Simbol Pembangunan Ramah Lingkungan Presiden Prabowo menegaskan bahwa pembangunan Ibu Kota Nusantara (IKN) akan memprioritaskan prinsip ramah lingkungan. #IKNRamahLingkungan #PembangunanBerkelanjutan #IndonesiaMaju #GreenCity https://t.co/HULPYcZ1Ys,ikn simbol pembangunan ramah lingkungan presiden prabowo menegaskan bahwa pembangunan ibu kota nusantara ikn akan memprioritaskan prinsip ramah lingkungan,Negative,0.9898558855056763
 IKN: Simbol Pembangunan Ramah Lingkungan Presiden Prabowo menegaskan bahwa pembangunan Ibu Kota Nusantara (IKN) akan memprioritaskan prinsip ramah lingkungan. #IKNRamahLingkungan #PembangunanBerkelanjutan #IndonesiaMaju #GreenCity https://t.co/cfguGk18f3,Ranger_pink21, IKN: Simbol Pembangunan Ramah Lingkungan Presiden Prabowo menegaskan bahwa pembangunan Ibu Kota Nusantara (IKN) akan memprioritaskan prinsip ramah lingkungan. #IKNRamahLingkungan #PembangunanBerkelanjutan #IndonesiaMaju #GreenCity https://t.co/cfguGk18f3,ikn simbol pembangunan ramah lingkungan presiden prabowo menegaskan bahwa pembangunan ibu kota nusantara ikn akan memprioritaskan prinsip ramah lingkungan,Negative,0.9898558855056763
 IKN: Simbol Pembangunan Ramah Lingkungan Presiden Prabowo menegaskan bahwa pembangunan Ibu Kota Nusantara (IKN) akan memprioritaskan prinsip ramah lingkungan. #IKNRamahLingkungan #PembangunanBerkelanjutan #IndonesiaMaju #GreenCity https://t.co/3HbHeCuUm0,Ranger_pink21, IKN: Simbol Pembangunan Ramah Lingkungan Presiden Prabowo menegaskan bahwa pembangunan Ibu Kota Nusantara (IKN) akan memprioritaskan prinsip ramah lingkungan. #IKNRamahLingkungan #PembangunanBerkelanjutan #IndonesiaMaju #GreenCity https://t.co/3HbHeCuUm0,ikn simbol pembangunan ramah lingkungan presiden prabowo menegaskan bahwa pembangunan ibu kota nusantara ikn akan memprioritaskan prinsip ramah lingkungan,Negative,0.9898558855056763
Malaysia perlu membantu Indonesia dalam proses transisi tenaga boleh baharu memandangkan pembangunan Ibu Kota Negara (IKN) Nusantara sedang pesar dibangunkan. #AWANInews #AWANI745 https://t.co/CvKL61kXw8,501Awani,Malaysia perlu membantu Indonesia dalam proses transisi tenaga boleh baharu memandangkan pembangunan Ibu Kota Negara (IKN) Nusantara sedang pesar dibangunkan. #AWANInews #AWANI745 https://t.co/CvKL61kXw8,malaysia perlu membantu indonesia dalam prose transisi tenaga boleh baharu memandangkan pembangunan ibu kota negara ikn nusantara sedang pesar dibangunkan,Negative,0.8582437038421631
Presiden Prabowo memiliki visi besar menjadikan Ibu Kota Nusantara (IKN) sebagai pusat pemerintahan yang modern lengkap dan menyeluruh. #IbuKotaNusantara #IKNMaju #PembangunanIKN #IndonesiaMasaDepan https://t.co/uyK0QTgqqn,jarotsujarot11,Presiden Prabowo memiliki visi besar menjadikan Ibu Kota Nusantara (IKN) sebagai pusat pemerintahan yang modern lengkap dan menyeluruh. #IbuKotaNusantara #IKNMaju #PembangunanIKN #IndonesiaMasaDepan https://t.co/uyK0QTgqqn,presiden prabowo memiliki visi besar menjadikan ibu kota nusantara ikn sebagai pusat pemerintahan yang modern lengkap dan menyeluruh,Negative,0.9376235008239746
Dalam sesi tanya jawab antar paslon debat terakhir Pilkada DKI Jakarta 2024 Cagub nomor urut 3 Pramono Anung menyebut dirinya lebih terlibat dalam pembangunan Ibu Kota Nusantara I KN daripada Cagub nomor urut 1 Ridwan Kamil. https://t.co/ns6OyEQSsE https://t.co/mzI0gRlo1G,CNNIDdaily,Dalam sesi tanya jawab antar paslon debat terakhir Pilkada DKI Jakarta 2024 Cagub nomor urut 3 Pramono Anung menyebut dirinya lebih terlibat dalam pembangunan Ibu Kota Nusantara I KN daripada Cagub nomor urut 1 Ridwan Kamil. https://t.co/ns6OyEQSsE https://t.co/mzI0gRlo1G,dalam sesi tanya jawab antar paslon debat terakhir pilkada dki jakarta 2024 cagub nomor urut pramono anung menyebut dirinya lebih terlibat dalam pembangunan ibu kota nusantara kn daripada cagub nomor urut ridwan kamil,Negative,0.9821715354919434
 *OPEN RECRUITMENT TIM KKN PELITA NUSANTARA PERIODE II 2025* *HALO Pelinusian* *Pengen ikut KKN ke luar Jawa??* *Pengen tau lebih dalam mengenai Ibu Kota Nusantara??*️ Sudah tau kan rencana kepindahan Ibukota ke Penajam Paser Utara tepatnya di Ibu Kota https://t.co/xBU3wI77sF,UGM_FESS, *OPEN RECRUITMENT TIM KKN PELITA NUSANTARA PERIODE II 2025* *HALO Pelinusian* *Pengen ikut KKN ke luar Jawa??* *Pengen tau lebih dalam mengenai Ibu Kota Nusantara??*️ Sudah tau kan rencana kepindahan Ibukota ke Penajam Paser Utara tepatnya di Ibu Kota https://t.co/xBU3wI77sF,open recruit tim kkn pelita nusantara period ii 2025 halo pelinusian pengen ikut kkn ke luar jawa pengen tau lebih dalam mengenai ibu kota nusantara sudah tau kan rencana kepindahan ibukota ke penajam paser utara tepatnya di ibu kota,Negative,0.9097477793693542
@fransiskusjurin @__AnakKolong Jakarta ibu kota negara RI Kalimantan ibu kota Nusantara Ngunu yo noo..,Sigromilir01,@fransiskusjurin @__AnakKolong Jakarta ibu kota negara RI Kalimantan ibu kota Nusantara Ngunu yo noo..,jakarta ibu kota negara ri kalimantan ibu kota nusantara ngunu yo noo,Negative,0.7947491407394409
Proses kepindahan Aparatur Sipil Negara (ASN) ke Ibu Kota Nusantara (IKN) akan berlangsung dalam dua tahap yakni pada 2025 dan 2028. #BonusDemografi #IndonesiaEmas2045 #MewarnaiIndonesia '#IKNNusantara #PemindahanASN #Infrastruktur https://t.co/oyDdKXrhHl,Faktacom_,Proses kepindahan Aparatur Sipil Negara (ASN) ke Ibu Kota Nusantara (IKN) akan berlangsung dalam dua tahap yakni pada 2025 dan 2028. #BonusDemografi #IndonesiaEmas2045 #MewarnaiIndonesia '#IKNNusantara #PemindahanASN #Infrastruktur https://t.co/oyDdKXrhHl,prose kepindahan aparatur sipil negara asn ke ibu kota nusantara ikn akan berlangsung dalam dua tahap yakni pada 2025 dan 2028,Negative,0.9537071585655212
Indonesia akan mencatat sejarah baru dengan pembangunan tol bawah laut pertama di tanah air bagian dari megaproyek Ibu Kota Negara (IKN) Nusantara. Inilah Tol Bawah Laut IKN Nusantara: Antara Ambisi Megaproyek dan Tantangan Lingkungan https://t.co/kVTTh9ApLQ,GRAHAMEDIA2023,Indonesia akan mencatat sejarah baru dengan pembangunan tol bawah laut pertama di tanah air bagian dari megaproyek Ibu Kota Negara (IKN) Nusantara. Inilah Tol Bawah Laut IKN Nusantara: Antara Ambisi Megaproyek dan Tantangan Lingkungan https://t.co/kVTTh9ApLQ,indonesia akan mencatat sejarah baru dengan pembangunan tol bawah laut pertama di tanah air bagian dari megaproyek ibu kota negara ikn nusantara inilah tol bawah laut ikn nusantara antara ambisi megaproyek dan tantangan lingkungan,Negative,0.9347319602966309
Menteri Dalam Negeri (Mendagri) Tito Karnavian menegaskan status Jakarta saat ini masih menjadi Ibu Kota. Penegasan itu lantaran saat ini Keputusan Presiden (Keppres) terkait Ibu Kota Nusantara (IKN) belum diterbitkan oleh Presiden Prabowo Subianto. Masih di Jakarta (Ibu https://t.co/QTK9skNlN7,tvOneNews,Menteri Dalam Negeri (Mendagri) Tito Karnavian menegaskan status Jakarta saat ini masih menjadi Ibu Kota. Penegasan itu lantaran saat ini Keputusan Presiden (Keppres) terkait Ibu Kota Nusantara (IKN) belum diterbitkan oleh Presiden Prabowo Subianto. Masih di Jakarta (Ibu https://t.co/QTK9skNlN7,menteri dalam negeri mendagri tito karnavian menegaskan statu jakarta saat ini masih menjadi ibu kota penegasan itu lantaran saat ini keputusan presiden keppr terkait ibu kota nusantara ikn belum diterbitkan oleh presiden prabowo subianto masih di jakarta ibu,Negative,0.9887950420379639
Pemindahan ibu kota dari Jakarta ke Nusantara masih menunggu Keppres Prabowo. Jakarta tetap ibu kota hingga infrastruktur IKN siap. https://t.co/obBLYzj1Hf,detikcom,Pemindahan ibu kota dari Jakarta ke Nusantara masih menunggu Keppres Prabowo. Jakarta tetap ibu kota hingga infrastruktur IKN siap. https://t.co/obBLYzj1Hf,pemindahan ibu kota dari jakarta ke nusantara masih menunggu keppr prabowo jakarta tetap ibu kota hingga infrastruktur ikn siap,Negative,0.9660645723342896
Pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur mencerminkan visi jangka panjang Indonesia sebagai negara modern dan ramah lingkungan. Proyek ini menjadi simbol keberlanjutan dan kemajuan sekaligus menarik perhatian dunia terhadap potensi besar Indonesia. https://t.co/8EQDEwlp0J,NusantaraMonit,Pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur mencerminkan visi jangka panjang Indonesia sebagai negara modern dan ramah lingkungan. Proyek ini menjadi simbol keberlanjutan dan kemajuan sekaligus menarik perhatian dunia terhadap potensi besar Indonesia. https://t.co/8EQDEwlp0J,pembangunan ibu kota negara ikn di kalimantan timur mencerminkan visi jangka panjang indonesia sebagai negara modern dan ramah lingkungan proyek ini menjadi simbol keberlanjutan dan kemajuan sekaligu menarik perhatian dunia terhadap potensi besar indonesia,Negative,0.9075908660888672
Ibu Kota Negara (IKN) dirancang sebagai kota pintar dengan infrastruktur efisien dan ramah lingkungan. Proyek ini menjadi simbol modernisasi dan keberlanjutan untuk masa depan Indonesia yang lebih hijau dan maju. #IKNKotaPintar #InfrastrukturBerkelanjutan https://t.co/7krCDVjnlC,NusantaraMonit,Ibu Kota Negara (IKN) dirancang sebagai kota pintar dengan infrastruktur efisien dan ramah lingkungan. Proyek ini menjadi simbol modernisasi dan keberlanjutan untuk masa depan Indonesia yang lebih hijau dan maju. #IKNKotaPintar #InfrastrukturBerkelanjutan https://t.co/7krCDVjnlC,ibu kota negara ikn dirancang sebagai kota pintar dengan infrastruktur efisien dan ramah lingkungan proyek ini menjadi simbol modernisasi dan keberlanjutan untuk masa depan indonesia yang lebih hijau dan maju,Negative,0.9415430426597595
Pembangunan Ibu Kota Nusantara (IKN) terus menunjukkan perkembangan yang pesat dan lancar! Proyek strategis ini membuktikan keseriusan pemerintah dalam menghadirkan pusat pemerintahan baru yang modern dan berkelanjutan. #IKN #IbuKotaNusantara #IndonesiaMaju #PembangunanNasional https://t.co/flFMBgBIZ4,Ranger_pink21,Pembangunan Ibu Kota Nusantara (IKN) terus menunjukkan perkembangan yang pesat dan lancar! Proyek strategis ini membuktikan keseriusan pemerintah dalam menghadirkan pusat pemerintahan baru yang modern dan berkelanjutan. #IKN #IbuKotaNusantara #IndonesiaMaju #PembangunanNasional https://t.co/flFMBgBIZ4,pembangunan ibu kota nusantara ikn teru menunjukkan perkembangan yang pesat dan lancar proyek strategi ini membuktikan keseriusan pemerintah dalam menghadirkan pusat pemerintahan baru yang modern dan berkelanjutan,Negative,0.9737333059310913
Pembangunan Ibu Kota Nusantara (IKN) terus menunjukkan perkembangan yang pesat dan lancar! Proyek strategis ini membuktikan keseriusan pemerintah dalam menghadirkan pusat pemerintahan baru yang modern dan berkelanjutan. #IKN #IbuKotaNusantara #IndonesiaMaju #PembangunanNasional https://t.co/M5vsrbTF7V,Ranger_pink21,Pembangunan Ibu Kota Nusantara (IKN) terus menunjukkan perkembangan yang pesat dan lancar! Proyek strategis ini membuktikan keseriusan pemerintah dalam menghadirkan pusat pemerintahan baru yang modern dan berkelanjutan. #IKN #IbuKotaNusantara #IndonesiaMaju #PembangunanNasional https://t.co/M5vsrbTF7V,pembangunan ibu kota nusantara ikn teru menunjukkan perkembangan yang pesat dan lancar proyek strategi ini membuktikan keseriusan pemerintah dalam menghadirkan pusat pemerintahan baru yang modern dan berkelanjutan,Negative,0.9737333059310913
Pembangunan Ibu Kota Nusantara (IKN) terus menunjukkan perkembangan yang pesat dan lancar! Proyek strategis ini membuktikan keseriusan pemerintah dalam menghadirkan pusat pemerintahan baru yang modern dan berkelanjutan. #IKN #IbuKotaNusantara #IndonesiaMaju #PembangunanNasional https://t.co/YJsMeEXgwr,Ranger_pink21,Pembangunan Ibu Kota Nusantara (IKN) terus menunjukkan perkembangan yang pesat dan lancar! Proyek strategis ini membuktikan keseriusan pemerintah dalam menghadirkan pusat pemerintahan baru yang modern dan berkelanjutan. #IKN #IbuKotaNusantara #IndonesiaMaju #PembangunanNasional https://t.co/YJsMeEXgwr,pembangunan ibu kota nusantara ikn teru menunjukkan perkembangan yang pesat dan lancar proyek strategi ini membuktikan keseriusan pemerintah dalam menghadirkan pusat pemerintahan baru yang modern dan berkelanjutan,Negative,0.9737333059310913
@opposite6892 cupeti cuma pegang2 tit**,Nusantara2025,@opposite6892 cupeti cuma pegang2 tit**,cupeti cuma pegang2 tit,Negative,0.9940240979194641
Ibu Kota Nusantara komitmen pembangunan IKN sebagai kota hijau #IKN https://t.co/wxwf5nnRqU,ezmei18,Ibu Kota Nusantara komitmen pembangunan IKN sebagai kota hijau #IKN https://t.co/wxwf5nnRqU,ibu kota nusantara komitmen pembangunan ikn sebagai kota hijau,Negative,0.9754448533058167
Ibu Kota Nusantara komitmen pembangunan IKN sebagai kota hijau serta ramah lingkungan dan energi #IKN #IKNNusantara #Nusantara https://t.co/jbCcBX8IlJ,kellytiemikino,Ibu Kota Nusantara komitmen pembangunan IKN sebagai kota hijau serta ramah lingkungan dan energi #IKN #IKNNusantara #Nusantara https://t.co/jbCcBX8IlJ,ibu kota nusantara komitmen pembangunan ikn sebagai kota hijau serta ramah lingkungan dan energi,Negative,0.9619235396385193
Ibu Kota Nusantara komitmen pembangunan IKN sebagai kota hijau serta ramah lingkungan dan energi #IKN #IKNNusantara #Nusantara https://t.co/pcczBVBByE,kellytiemikino,Ibu Kota Nusantara komitmen pembangunan IKN sebagai kota hijau serta ramah lingkungan dan energi #IKN #IKNNusantara #Nusantara https://t.co/pcczBVBByE,ibu kota nusantara komitmen pembangunan ikn sebagai kota hijau serta ramah lingkungan dan energi,Negative,0.9619235396385193
