Author,Ulasan
@tumpuktugas,"TADINYA MAU PILIH AMIN, TAPI SETELAH LIAT INI GANTI JADI ALL IN PROBOWO GIBRAN"
@safridapi5732,"dulu saya pilih prabowo.skrg tak lagi.karena beliau diusia 72 tahun harus pensiun menikmati hari tua,bukan bekerja berat memimpin negara"
@horipambudi5473,GIBRAN MASUK AKAL LOGIS
@fitrisaleh3000,saya betul-betul tercengang dengan kemampuan mas gibran
@inidiafurniture8109,Belum menentukan pilihan tapi yg jelas bukan nomor 1 😅
@fitriatrisnathalia5187,Merinding dengar bobot nya jawaban yg sangat jelas oleh sosok yg selama ini di rendahkan terus bosss. Diam mu emas… namun bicara mu ganassss…02 Bismillah
@user-tv5nn1hw6r,😂😂😂 3?????? Apaan 😅😅😅
@nafidlotulsarofah1497,Rasional aja. Masa depan aja sudah direncanakan sama mas gibran. Jelas kan yang memikirkan rakyat untuk indonesia berkembang no 2
@dudyhariyanto8191,Pak Anis cerdas gak diragukan walau banyak badài menerpa Pak Anis tetap teguh karena apa yg dikerjakan semua sesuai aturan dan bertujuan buat semua umat tanpa pandang bulu
@ChosoLate,&quot;SGIE ITU APA?&quot;<br><br>-CAK IMIN 2023/2024
@dudyhariyanto8191,@@ChosoLate sigibrannya mau beri pertannyaan melainkan  jgnkan menyebutkan singkatan mengucapkannya saja gibran perlu bnyk bljr
@ChosoLate,"@@dudyhariyanto8191 halah pake b indo aja ya pasti gak bisa, padahal gampang loh &quot;SGIE&quot; gitu doang walaupun harusnya pengucapannya pake English, SMA dah dipelajari"
@dudyhariyanto8191,@@ChosoLate mana yg Pak Anis gak bisa? Lu hrs buka hati lu baik2 bro.jangan sentimen gak menentu lihat kenyataan dan fakta serta kerja nyata
@ChosoLate,"@@dudyhariyanto8191 Jakarta macet, jadi kota yang paling berpolusi, banjir. Pas si Prabowo nanya tentang polusi Jakarta si Anies malah jawab angin tidak punya KTP, gak nyambung. Lu yg harus buka hati bkn gw"
@iam.wallybt4257,Prabowo gibran ❤❤❤❤
@anaksulung01,Mantap Mas Gibran. Aku padamu Mas ❤❤❤❤
@Moonlight-vl4qp,Kerennnnn...go go go gibran🎉❤
@NurFaizah-qi8ii,Makin yakin anak hokage benar benar masih bocah
@ChosoLate,"bocah-bocah gitu, aksi nya buat solo nyata"
@Fatkeem2015-lc3eg,Santuy dan berwibawa cak imin sehat terus
@penikmatvideo2,MANTAP GIBRANNNN
@Redmi-fp6qs,"Ada momen unik di menit 1: <a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=06m55s"">06:55</a> . <br>Tenang 😅, sudah diantisipasi atas dukungan yg luar biasa dari para pendukung Prabowo Gibran. ❤❤🎉"
@puguprastiyonew,Pulang dari debat ini....cak Imin di bantai sama Surya Paloh....
@Sayogi,Cak imin Halu. Mf saya suka anis tapi tidak dgn imin terlalu tinggi janjinya
@putriendahvitalaya7182,Mas gibran sangat cerdassss
@user-zz9rh4pq5h,Pemimpin Generasi Milenia menguasai materi meski lawannya diatas usianya
@ellonbaene4188,Prabowo Gibran======👉=&gt;👍
@faridatulazna-cx1lu,kita liat aja nanti buat yg muja² gibran kedepannya 😮
@ChosoLate,apasih anj
@anisato220,Kesini gara2 Gibran..mau liat pak Imin menolak lupa 😂
@arifsetiono12,Sekarang kita beri kesempatan untuk pak Prabowo tahun depan kita beri kesempatan untuk pak ganjar😁
@yulianadanseptiana6174,"Beleh saja debat  menang, tapi jadikan pemimpin yang amanah, siapapun yg jadi nanti harus bisa apa yang telah di janjikan pda masyarakat,"
@suwarto6050,Saatnya militer kembali memimpin negara tercinta ini negara aman tentram yg menghina2 pemimpinya sendiri siap2 aja di buang ke laut
@user-se3ym1oh8k,"Jawaban Gus Muhaimin muter2 dari skema jawaban kang mas Gibran wkwkwk begitupun jawaban MD memilih asumsi dan tidak berani menyinggung terlalu jauh jawaban Gibran, Bener2 ber damage mas gibrann gasss"
@jiwanusantara4031,Prabowo tegas<br>Gibran cerdas...
@user-se3ym1oh8k,"Jawaban Gus Muhaimin muter2 dari skema jawaban kang mas Gibran wkwkwk begitupun jawaban MD memilih asumsi dan tidak berani menyinggung terlalu jauh jawaban Gibran, Bener2 ber damage mas gibrann gasss"
@fitrisaleh3000,Luar bisa mas gibran👍
@antoniusnaibaho9699,Jangan takut omongan gibran.
@fatkurrohman7083,👍👍👍
@dudyhariyanto8191,Yg akal sehat pastinya pilih Pak Anis  RI 1 dong
@arifnugroho2510,"Saya juga sekeluarga milih Anis pak tapi semakin kesini makin nggak deh lihat wakilnya, sekarang saya bimbang antara 2 atau 3"
@dudyhariyanto8191,"@@arifnugroho2510 memilih terserah pribadi tapi kalau antara wakil mnrt saya paslon no 1 jauh lebih bagus dari paslon no 2 yg pengesahan lewat mk yg melanggar kode etik.memilih itu yg pertama bukan lht wakilnya melainkan lihat  capresnya,lht rekam jejak yg nyata"
@Nasarisamil,"Saya sbgai anak muda indonesia,sanagat berharap siapapun pemimpinnya ,selamatkan kekayaan alam kita dri orang asing.indonesia adalah negara yg kaya alamnya tapi masih banyak dibawah garia kemiskinan.ekeonomi pun tak merata diindonesia"
@Yuliahike05,Top mantep is the best ternyata wapresnya SUHU ✌️✌️✌️🥰team bapak Gemoyyyy
@puguprastiyonew,Amin kalo ngomong nglindur......tidak semudah itu Ferguson min min
@jamalr11,"Luar Biasa, Yakin Pilih Gibran wawasanya sangat luas walaupun masih muda.."
@pujexxxx7247,"Go AMIN,,,R1"
@memotargertarigan4497,Gaa tau kenapa gw jadi ngefans sama pak Mahfud
@rochmathimawan868,Cwapres 01 ngibul
@Day_ery,"Yang saya perhayikan ini bukan debat , tapi musyawarah, 1&amp;3 punya keluhan, gibran memberikan solusi hahah"
@user-mg9wt1ws3s,Masyaallah pak Gibran luar biasa 100
@user-fx1mr6mh9l,"Dari debat ini saya bisa melihat mana calon yg bisa membawa Indonesia semakin maju,ada di tangan Prabowo-gibran"
@yalimodjopari4853,Saya dari Papua juga dukung 100% Paslon 02 Prabowo-Gibran
@MuhammadIpul29,Kok rasanya aku Tamba cerdas dua melawan satu mau menumbangkan bapak Anies karna dia satu perguruan😂😂😂😂 lucu jg ya😅😅😅
@ritangapak8699,Mas Gibran kereeenn..yg selama ini lihat gibran tak mampu pasti melongo lihat gibran ternyata The best...prabowo ~Gibran 2024.
@amatp4426,"Pak mahfud berapa kali ngomong selesai 😂, apa termasuk titipan ibu 😅"
@user-se3ym1oh8k,Ternyata Kang mas ku Gibran tutur jawabanya sangat berdamage seperti marksman late game ....
@otisarotisar7117,Masih aja ngga bersukur paimin
@IlhamGod-Real,Kebanyakan slepat slepet nih bpk Imin
@user-tw7ek2ph1h,Kenapa Gibran pakai mic tambahan ya?😂
@ketutwidarmawan8509,"Hanya gibran yg menyapa salam semua agama,prabowo gibran semoga menang"
@dedyjulhamsyah4309,intinya org yg masih waras pasti memilih anis baswedan..😌<br>itu aja poinnya...☝😌
@Helix-07,"dulu saya pilih prabowo, tapi saya melihat prabowo sangat ambisi sampai melakukan segala hal untuk mencapainya, saya jadi takut untuk memilih kembali prabowo. dulu dia menjelek jelekkan era jokowi, setelah itu dia berbalik mendukung jokowi berharap agar para pendukung jokowi akan beralih mendukung dia sampai menggunakan putra jokowi untuk menggaet para pendukung jokowi."
@dedyjulhamsyah4309,intinya org yg masih waras pasti memilih anis baswedan...<br><br>itu aja poinnya..☝😌
@user-me8nc7dy2h,❤ Mas Gibran Gassss ❤💪💪💪🤲🤲🤲
@anglerabalabal9244,"prabowo gibran tetap no. 1,yg lain untuk pajangan aja,soalnya kerjanya gak nyata."
@riskiawaludin8925,"Kalo AMIN masih mempertahankan UU OMNIBUSLAW DI indonesia dan tidak menghapuskan UU itu, maaf saya dan sekeluarga tidak akan memilih anda... karna dampak UU tersebut sangat sangat berpengaruh di karir saya"
@agusprasetyo1016,"Top banget maseh, cara menyampaikan, berpikir dan pandangan untuk masa depan sangat mantap"
@MuhammadIpul29,Tetap pak Anies untuk rakyat akal sehat❤
@argedon308,lihat wajah pak Mahfud kok kek bangga y sama Gibran.
@RanoSuhendry,Gibran paling jos
@rizkikurniasari791,Tetep 01❤
@xgungmotovlog3794,Untuk debat kali ini Gibran mvp.. over power
@nuryani-nn66,sebelum debat felling saya prabowo gibranlah yg menang mempinpin indonesia th dpn.dan skrg tambah yakin kalau orabowo gibranlah yg terbaik.
@wijilestari9788,jgn pernah menyepelekan anak muda.justru yg msh muda msh kinclong otaknya.smgt untuk indonesia maju jaya💪
@cekangkho7695,Semangat gibran u are the best😊😊😊
@sarahcarolineroevalda4069,"Kasian Pak Gibran baru ini liat muka beliau lagi, ada kantung mata. Seperti nya kurang tidur karna kesibukan capres ini. Yang muda aja bisa kecapean kaya gitu. Sehat sehat semua capres Indonesia 🙏🏻"
@havefun7198,"Tadinya banyak yg meremehkan.kemampuan Gibran dlm debat capres ,tapi ternyata Gibran TDK seperti apa yg diperkirakan sebelumnya"
@haikalhaikal8960,No 3 omongan basih
@ayrusamar3096,berikan saya 10 pemuda dan akan saya guncang dunia
@herlinaharahap9084,Apa pun itu...tetep amim vs anis
@user-wh5pi2fy9q,Mas gibran❤
@julyanurwulandary6007,"Yg nomer 1 gak jelas, bukanya buka lapangan kerja biar mandiri malah disuruh utang 😂😂"
@user-ye7qw4jc6n,"klo dilihat dari hati nurani, AMIN adalah jawaban masa depan Indonesia"
@user-fd2gr5xx1s,Awalnya mndukung prabowo tp itu dlu skrg mantap hrs ada perubahan amin
@aminabibi854,KALO RAKYAT CERDSAS  ATAU PINTAR  ITU PASTI MENDUKUNG  BPK ANIS RI
@anindaamorina9400,Cerdas banget Pak Gibran 😮<br>Prabowo- Gibran ❤
@user-kw6qv4cn4h,Aku bersamamu pak prabowo dan mas gibran  ❤
@mahendrapirji4536,✌️
@mahendrapirji4536,✌️
@mahendrapirji4536,✌️
@Ocolagusti,Sony wakwauu tumben lancar ngomong nya 😅😅😅😅😅
@mahendrapirji4536,✌️
@mahendrapirji4536,✌️
@mahendrapirji4536,✌️
@putriarum581,Siapapun yang bisa hpusin pinjol gue bukan omong doang gue pilih dah 😂
@mahendrapirji4536,✌️
@qqq7036,Dari awal aku dukung no 2🔥♥️
@suriyati2672,"Semua calon hebat,kita pilih sesuai ht kita dan jangan saling menghujat gays kita damai2 aj Gais kita bersaudara NKRI"
@mahendrapirji4536,✌️
@mahendrapirji4536,✌️
@mahendrapirji4536,✌️
@imjeje9535,Nonton ini karena pengen denger slepet secara langsung wkwkwk
@arkanpratama,"Wkwkw lucu liat yg pada komen sono komen sini😅, kemarin banyak yg pilih anis pas di debat pertama, sekarang banyak yg pilih prabowo gibran😂<br><br>Nanti juga pas di debat berikut nya pada balik lagi milih anis dan ngejelekin sono sini😅😅"
@isfunksopiing7073,KAWAL TERUS ANIS FOR RI 1 YESSS 👍👍👍👍👍
@bluemoon5960,"Dia sendiri aja gak konsisten,sok2an ngomong orang lain gak konsisten."
@kadarmulyanto4937,Jangan pilih yg akan gagalkan IKN
@gamechanger9608,suaminya mbak Selvi lbh hebat dari suaminya mbak Annisa pohan
@suryaaditya5010,Makanya jagan meremehkan orang diam. <br>Krna klok ud bicara. <br>Sangat berbahaya 😁 <br>Kn jd kenak ulti.
@iinsaputra7345,Smoga praBowo daN gibran menang Amin
@antoniusnaibaho9699,Nagara mau diakal akali gibran.
@fauzirahman5666,Yang lain bava text . Cuma anak muda gibran no text . Keren kau anak muda 🫡🫡🫡
@nesiacahayani1159,"MAS GIBRAAAAAAAN CERDAS, LUGAS, WAWASAN LUAS, ATITUDE BADAS ❤❤❤❤❤"
@ernibanchin,Gibran sok keren tapi asal2 asam sulfat
@dodysilkroad1550,cuma gus amin yg cra bicaranya berkelas tdk menjatuhkan lawan.. krn orng cerdas bertujuan bukan mencari lawan tapi debat adu gagasan😊👍
@WilsonDopong,Gus amin ngelawak ngak bobot debatnya
@antoniusnaibaho9699,Gibran jangan karang mengarang
@adindasabila7419,"Nah gitu dong, dikasih podium😅"
@hairullahfivers7304,Gibran lebih cerdas.  Cak imin cocok nya jadi marbut saja😂
@Mynii_Mgt,"Memangnya, hanya Islam sja yg paling  mafut MD, knp Slam pembuka hanya asalam wlaikum ditujukan kepada muslim. Penutup dan pembukaan hanya salam bwt muslim. Lawan baca klu hanya berpihak kpda muslim. Pilih Prabowo Gibran saja."
@alhaetamiajah8972,List paslon 2 debat kaya adek saya mau lesengan kenaikan kelasssss😂😂😂😂
@khaerulmufid5816,Slepeeettttt
@magadirhelwa1423,"Mas Gibran Joss 💪 <br>sudah saatnya anak muda dilibatkan, saatnya Yang muda Yang bekerja Dan berkarya.<br><br>Bersama Prabowo - Gibran Siap menuju Indonesia emas 👍👍👍"
@user-pt6jy9xe5l,Yg paling pinter sepertinya pak mahfud.<br>Gibran kurang paham dgn yg ditanyakan. Hanya semangat yg menggebu-gebu. Dan pura2 merendahkan lawannya.
@M-Sahri10,"Capres &amp; cawapres no urut 2 sangat jelas, karena memikirkan anak-anak muda dan warga-warga indonesia kedepannya,"
@deutzygaryghe,Keliatan yg mana punya tujuan............. <b>*Jawab sendiri *</b><br><br>Disuru apa tujuan nya tapi.....muter/menjelaskan😅<br>Yang menang Tuhan sudah pimpin ❤ semoga orang baik jujur yg pimpin negri ini 😍😇
@user-vu5ci7do9o,gak seru ah nonton nya gak kaya taun dulu&quot;😂 gak ada adu argumen yg ampe jotos&quot; gitu apa? biasa nya kan gitu nonton bola kan ada grtatis tinju nya😂 d tunggu ah debat selanjut nya rusuh gitu biar rame
@mohjunaidi9308,Mahfud MD keren 👍👍👍😁
@jayaalfatihcannel8125,Prabowo
@MrAbah105,"Haha ngomong apa gibran ini. Kayak ngawang, contoh ditanya darimana dia tax ratio 23%😅"
@sumartinah7972,"Ms Gibran toggone mbakyuku,dn ponakan ku smgt ms Gibran🙏"
@dwiuye3218,bocil mana paham bisanya tanya ngotot gak berbobot wkwkwk
@akangcheff,Imin2 lucu anda hahaha
@ji_jihan7381,Nyelepet terus ya🗿
@sumartinah7972,"Ms Gibran toggone mbakyuku,dn ponakan ku smgt ms Gibran🙏"
@user-py4rh1wp7f,Mantap.<br>Selamat natal juga mas Gibran.
@Misao4576,"sekali2 lah dipimpin Milenial, masa&#39; orangtua mulu, pengen tau apa coba bedanya nanti...go Milenials"
@BudimanJide,Hanya janji makan siang gratis Eman uang nya dari mana
@pejuangtangguh7133,"Saya nggak percaya klo cawapres nomer urut 1 nggak ambisi,, kenapa dari koalisi prabowo kok loncat ke anis karena diangkat jadi cawapres &quot;anis&quot;.??? Tetap GAMA ."
@rizkirahmanhakimid9432,"Hayuk guys kita optimalkan kerja para buzzer, dengan komen dukungan ke paslon 1 atau 3 🤗, 1 komen = mempekerjakan 10 buzzer, agar komenmu yang berharga gak dilihat sama yang laen 💸💸💸"
@keketrcc4892,Gibran the best
@slaminnyabungan6163,Semua pendapatnya tidak masuk akal cuma ANIES Yang pendapatnya dari hati
@kpopgenz5952,"Saatnya anak muda ambil peran, menggantikan generasi tua untuk memimpin negara ini. Gibran the best"
@gabinuruprajawatingekomo7686,Yes anak muda Indonesia hebat kok
@user-se5fq3hk2o,❤
@user-kj4xh2uv9g,"Prabowo Gibran paket lengkap,global security dan milinia ekonomi makin mantap💯"
@mr.goblock8172,Mas Gibran...penyampaiannya dan jawabannya DAGING semua.  Keren
@Bentotapilucu,"Tidak butuh yang bukan2, saya hanya berharap kedepannya korupsi di Indonesia tidak ada lagi dan keadilan harus tegak.<br>Maka dari itu demi mewujudkan mimpi ini, saya mantap untuk memilih pasangan no urut 3."
@zaelani2544,Prabowo Gibran fix no debat...
@AnakRantauChannel-rq4mo,NTT gibran Prabowo
@anindafashion3680,"yok yok yok, buzzerRp kerja keras memoles... semangat.."
@danialdanialalamsyah2216,Anis  kena mental  dengan. Gibran
@supriadi6155,No 2 dan No 3 tinggal pilih
@SupriYadi-jr9tr,No 1 dan no 3 petugas partai broooo
@IlhamGod-Real,Hmmmmmm :D
@BungZalukhu92,Prabowo gibran ✌️
@dausgaming8953,"<b>NIH YG BILANG GIBRAN BUAT KALIMAT SINGKATAN SAMPE IMIN GAK TAU APA ITU SGIE,. NIH GW JELASIN,.</b><br><br><b>SGIE merupakan singkatan dari State of the Global Islamic Economy. Ini adalah sebuah laporan tahunan mengenai ekonomi halal dunia yang disusun dan dipublikasikan oleh Dinar Standard. SGIE ini sudah diproduksi sampai edisi ke-9.</b>"
@arsyaibrahim2371,"Tetap dukung si gemoy pak Prabowo dan si cerdas mas Gibran ,,, ✌🏼✌🏼✌🏼"
@hamimsuradi4020,"Mas Gibran Benar-benar Diluar Dugaan, Saya sempat khawatir mas Gibran bakal di rujak sama seniornya eh malah bisa mengeluarkan statemen yang bagus, keren mas"
@user-rk1qe1jr7h,Jgn lupa nomer 2 <br>Arema mendukungmu
@user-mr8sz6ud4b,2 ✌️❤️❤️❤️❤️🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩💯
@idhamfauzi2751,Gibran sih keren
@shantyirianti5310,masyaallah mas GIBRAN. debatnya daging semua ❤
@qomarudin-1304,Yg lain pake 1 mic sedangkan Gibran pake 3 mic apa kalian g curiga wkwkw😅
@GithaSiwi,👏🏻👏🏻👏🏻
@imankay4659,Yah sama kayak anda dulu bilang gak minat dan sekarang jadi minat
@zeinuriefendi8547,Kyak pdi iya pak
@ekokismanto2059,Kalo anis yang ngomong pasti di anggap ngibul
@akangcheff,Imin blibet gak langsung intinya ragu saya 😂😂😂
@ayurahayu5151,"Kalau yg begitu terlihat visioner utk digitalisasi jelas 02, bisa dilihat dari Solo Tecnopark yg merupakan gagasan nyata gibran. Sangat membantu utk saat ini dan kedepannya"
@mochamadandri155,"Masih ngakak ketika MMD disuruh googling, padahal dia punya data nya juga 😭🤣"
@Kang_Mas_G,Jd ingt pas sesi tukar kado di matanajwa. Imin ksih kaos yng tulisan ny mnyinggung n mnyepelekan gibran trus mahfud ksih buku yng kesan nyruh bljar n mnypelekan trus mahfud prnh blng klo imin lwan debat terberat. Nyta ny 1 n 3 😂😂dah lah......melek noh yng klian anggap bocah😂😂😂😂<br>Seakn pling kren imin sm mahfud tp nyta ny ayam sayur😂😂😂....!!!<br>JNGN ANGGAP REMEH ORNG LAIN MALU NYA ITU LHO😁UPS😂😂😂...!!!<br><br>GAS BPAK PRABOWO N MAS GIBRAN😎
@user-zt4qz4yo5o,Mantap pokoknya no 2 ngak bertele2 kalau bicara
@teaterkitapunya795,Itu gibran pakai softlens...meja nya Beamsplitter akrilik. Pakai tekhnologi canggih dipandu dari jarak jauh sepertinya. Otak kosong.
@ayulasmana8375,Mantap bgt yg otaknya penuh
@user-mw1rn5uy9r,Jangan su&#39;ujon ente
@akhmadgjk754,"2024 jgn pilih Anis dan tengelamkan PKS mrk lah yg ngotot pengungsi rohingha d ksh tmpt tgl d nkri jg d buatkan ktp, dari pada IKN &amp; HILIRISASI,  Anis, PKS, 212&amp;fpi cs, Uas, hti, wahabi, perubahan ideologi pancasila yg mrk ign kan, agr Khilafah terwujud d nkri, 😢😢"
@nurulnovitasari1957,Masih jadi cawapres sdh emosian..bagaimana nanti😢
@Babykai2121,Mas Gibra diluar eksektasi pembenci ni pasti🤭😍
@moehsporttv3458,Jangankan cm mendukung.<br><br>Yang sdh janji aja di khianati.<br>Ñgomong ngibul aj di percaya.  Esemka 6000 pesanan.. 11 ribu trililiun di kantong...dan banyak lainnya.
@farokahfarokah9394,yakinlah pada diri kita sendiri PRABOWO GIBRAN pilihanku SALAM DUA JARI
@user-rb4iv7me5r,"Cerdas mas Gibran semoga niat baikmu,mmbawa Indonesia sejahtera.Prabowo-Gibran,2024"
@khaerulmufid5816,Imin slepeett
@user-od6rf3xq2f,Mata ke atas trus liat apa emng di atas
@ayulasmana8375,Liat contekan
@nuritadahlia7502,Visi misi nya mahfud md apa ya 😂😂mikir keras aku😂😂
@akangcheff,Gibrannnnnm jossss gak bertele2 blibet hahaha
@tubagusarief6724,Sabar sabar ini ujian mohon maaf 2024 jatahnya pak Prabowo &amp; Mas Gibran yah insha Allah yakin &amp; bisa membawa NKRI lebih maju &amp; lebih baik lagi 🥰🥰🥰
@okkyriris2104,"Diluar dugaan, mas gibran terlihat lebih modern dan relate dengan anak muda"
@Allisee105,GIBRAN I LOVE YOUUUUU !!!❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
@user-qu5yu9pr5f,MAS GANJAR YG DI DLOOLIMI JKW dan Gibran
@taritarek7802,Pokok&#39;e aq manot mbah gusdurr..pak prabowo lah yg tulus mengapdi pada negara
@umi2339,Pak Prabowo Mas Gibran ❤
@fritzdou143,"Simpati saya, justru lebih bagus jika pak Mahmud MD tdk menjadi cawapres,,,alasannya,jika nanti beliau menjadi cawapres,,maka penegakan hukum yg pernah beliau canangkan,akan terkendala krn pastinya  ada intervensi partai,..jika beliau masuk dalam kabinet sebagai menteri, mlh lbh bagus..mas Gibran,,mantap,,,buktikan jika anak muda itu bisa..."
@titinevaerviana4448,Kerennn sekali mas gibran
@desirahmawati655,Yg kmrn ragu sama prabowo krn wakile gibran skrg jd mantab gibran emg layak
